inspection_round,video_source,track_id,defect_id,frame_number,frame_x_min,frame_y_min,frame_x_max,frame_y_max,defect_class_id,geom,gps_longitude,gps_latitude,gps_altitude_m,confidence_detect,degree_classification,verified,ra_region,ra_area,road_no,segment_id_500m
2026-01V4,GX020576,135530,GX020576_135530,128010.0,2179.722,492.593,197.037,256.851,17.0,0101000020110f000039df901a48b640417c7ea89af37243c1,19.6774185,-22.3136388,1465.988,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135531,GX020576_135531,128020.0,58.056,571.759,242.777,230.463,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135531,GX020576_135531,128020.0,394.074,416.944,218.148,209.352,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135531,GX020576_135531,128020.0,719.537,297.315,161.852,153.055,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135531,GX020576_135531,128020.0,1878.889,299.074,262.13,244.537,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135532,GX020576_135532,128020.0,12.31456,601.66656,248.056,235.741,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135532,GX020576_135532,128020.0,328.981,476.759,165.371,186.482,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135532,GX020576_135532,128020.0,573.519,348.333,186.481,200.556,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135532,GX020576_135532,128020.0,2005.55537,411.6667,197.037,182.963,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135533,GX020576_135533,128020.0,86.204,612.222,209.352,179.445,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135533,GX020576_135533,128020.0,351.852,467.963,188.241,186.481,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135533,GX020576_135533,128020.0,601.667,341.296,182.963,174.167,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135533,GX020576_135533,128020.0,2023.148,404.63,149.537,193.518,17.0,0101000020110f0000be9fbaa548b64041db2c905df37243c1,19.677428266588613,-22.313634833365036,1465.9873333386613,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135535,GX020576_135535,128040.0,15.83344,599.90785,244.537,255.092,17.0,0101000020110f000073fb0ebc49b64041eb295fe3f27243c1,19.6774478,-22.3136269,1465.986,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135535,GX020576_135535,128040.0,306.111,466.204,248.056,184.722,17.0,0101000020110f000073fb0ebc49b64041eb295fe3f27243c1,19.6774478,-22.3136269,1465.986,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135535,GX020576_135535,128040.0,612.222,383.519,190.0,119.629,17.0,0101000020110f000073fb0ebc49b64041eb295fe3f27243c1,19.6774478,-22.3136269,1465.986,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135536,GX020576_135536,128040.0,15.833,594.63,218.148,265.648,17.0,0101000020110f000073fb0ebc49b64041eb295fe3f27243c1,19.6774478,-22.3136269,1465.986,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135536,GX020576_135536,128040.0,320.185,452.13,188.241,244.537,17.0,0101000020110f000073fb0ebc49b64041eb295fe3f27243c1,19.6774478,-22.3136269,1465.986,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135536,GX020576_135536,128040.0,547.13,353.611,211.111,160.093,17.0,0101000020110f000073fb0ebc49b64041eb295fe3f27243c1,19.6774478,-22.3136269,1465.986,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135542,GX020576_135542,128170.0,24.63,587.593,279.722,292.037,17.0,0101000020110f0000d30171a752b640410f4649e9ee7243c1,19.677608049825576,-22.313560800071926,1465.9405000779218,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135542,GX020576_135542,128170.0,337.778,460.926,198.796,207.593,17.0,0101000020110f0000d30171a752b640410f4649e9ee7243c1,19.677608049825576,-22.313560800071926,1465.9405000779218,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,135542,GX020576_135542,128170.0,582.315,314.907,193.518,207.593,17.0,0101000020110f0000d30171a752b640410f4649e9ee7243c1,19.677608049825576,-22.313560800071926,1465.9405000779218,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-156
2026-01V4,GX020576,136299,GX020576_136299,49140.0,149.537,735.37,355.37,123.149,15.0,0101000020110f0000d3ba7583f2a0404114a31602f87643c1,19.579293899914486,-22.330730833336265,1479.2106666373627,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136299,GX020576_136299,49140.0,1481.296,517.222,575.278,450.371,15.0,0101000020110f0000d3ba7583f2a0404114a31602f87643c1,19.579293899914486,-22.330730833336265,1479.2106666373627,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136306,GX020576_136306,49140.0,1500.648,494.352,568.241,473.241,15.0,0101000020110f0000d3ba7583f2a0404114a31602f87643c1,19.579293899914486,-22.330730833336265,1479.2106666373627,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136306,GX020576_136306,49140.0,163.6113,684.35174,330.74055,170.648,15.0,0101000020110f0000d3ba7583f2a0404114a31602f87643c1,19.579293899914486,-22.330730833336265,1479.2106666373627,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136359,GX020576_136359,49140.0,147.778,703.704,344.815,163.611,15.0,0101000020110f0000d3ba7583f2a0404114a31602f87643c1,19.579293899914486,-22.330730833336265,1479.2106666373627,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136359,GX020576_136359,49140.0,1465.463,503.148,599.907,471.482,15.0,0101000020110f0000d3ba7583f2a0404114a31602f87643c1,19.579293899914486,-22.330730833336265,1479.2106666373627,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136462,GX020576_136462,49260.0,1425.0,543.611,740.648,283.241,15.0,0101000020110f00005b237571fba04041d29403b3f77643c1,19.579454333247554,-22.330725700002397,1479.1806666213786,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136478,GX020576_136478,49200.0,1461.944,263.889,165.371,96.759,15.0,0101000020110f0000909f2a47f7a04041ea8271d6f77643c1,19.5793795,-22.330728,1479.193,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136501,GX020576_136501,49200.0,1470.741,269.167,154.815,87.963,15.0,0101000020110f0000909f2a47f7a04041ea8271d6f77643c1,19.5793795,-22.330728,1479.193,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136611,GX020576_136611,49270.0,1439.074,460.926,550.648,158.333,15.0,0101000020110f00000cfd640afca04041208e64aef77643c1,19.579465066495107,-22.330725400004795,1479.1863332427572,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136616,GX020576_136616,49240.0,1460.185,251.574,124.908,49.259,15.0,0101000020110f00006a1d89f4f9a04041675b56bff77643c1,19.579427599808195,-22.330726500005994,1479.1810000719277,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136703,GX020576_136703,49300.0,1585.093,540.093,566.481,290.277,15.0,0101000020110f0000e17eb96cfea040417f0c5e9af77643c1,19.5795079,-22.3307241,1479.172,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136706,GX020576_136706,49300.0,1567.5,536.574,573.519,304.352,15.0,0101000020110f0000e17eb96cfea040417f0c5e9af77643c1,19.5795079,-22.3307241,1479.172,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,136715,GX020576_136715,49360.0,1495.37,297.315,163.611,45.741,15.0,0101000020110f00003a51c5e202a1404184c86575f77643c1,19.579588049807594,-22.330721700004794,1479.1484998141866,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-135
2026-01V4,GX020576,135895,GX020576_135895,319590.0,1252.593,316.667,112.592,51.018,15.0,0101000020110f000050c0c5285bec4041604e647d2b6f43c1,19.92612706659021,-22.297546866674928,1346.5960001998003,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-208
2026-01V4,GX020576,135895,GX020576_135895,319590.0,1393.333,334.259,279.72256,207.593,15.0,0101000020110f000050c0c5285bec4041604e647d2b6f43c1,19.92612706659021,-22.297546866674928,1346.5960001998003,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-208
2026-01V4,GX020576,135721,GX020576_135721,197560.0,960.556,457.407,269.166,138.982,49.0,0101000020110f00003ee1cb690eca404155d6ecf9ec7143c1,19.76836949983057,-22.3092736,1439.608000031968,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135721,GX020576_135721,197560.0,452.13,828.611,570.0,438.056,50.0,0101000020110f00003ee1cb690eca404155d6ecf9ec7143c1,19.76836949983057,-22.3092736,1439.608000031968,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135723,GX020576_135723,197570.0,1045.0,404.63,242.778,91.481,49.0,0101000020110f0000834cd6000fca404155d6ecf9ec7143c1,19.7683801,-22.3092736,1439.606,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135723,GX020576_135723,197570.0,249.81523,1097.77793,494.351,302.592,49.0,0101000020110f0000834cd6000fca404155d6ecf9ec7143c1,19.7683801,-22.3092736,1439.606,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135723,GX020576_135723,197570.0,619.259,587.593,541.852,408.148,50.0,0101000020110f0000834cd6000fca404155d6ecf9ec7143c1,19.7683801,-22.3092736,1439.606,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135726,GX020576_135726,197580.0,849.72241,487.31522,334.259,258.611,50.0,0101000020110f00004f9daee20fca40417b8d62f8ec7143c1,19.76839595,-22.3092735,1439.601,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135726,GX020576_135726,197580.0,575.278,770.556,390.555,256.851,49.0,0101000020110f00004f9daee20fca40417b8d62f8ec7143c1,19.76839595,-22.3092735,1439.601,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135726,GX020576_135726,197580.0,2228.98115,1152.31519,448.611,346.574,49.0,0101000020110f00004f9daee20fca40417b8d62f8ec7143c1,19.76839595,-22.3092735,1439.601,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135726,GX020576_135726,197580.0,233.98104,1088.9817,244.537,209.352,49.0,0101000020110f00004f9daee20fca40417b8d62f8ec7143c1,19.76839595,-22.3092735,1439.601,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135728,GX020576_135728,197600.0,1792.685,578.796,334.259,258.611,50.0,0101000020110f0000b2c1175b11ca404178d654f6ec7143c1,19.768422366835562,-22.309273366666133,1439.5883332107892,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135728,GX020576_135728,197600.0,1027.407,385.278,253.334,161.852,50.0,0101000020110f0000b2c1175b11ca404178d654f6ec7143c1,19.768422366835562,-22.309273366666133,1439.5883332107892,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135729,GX020576_135729,197590.0,1898.241,744.167,492.592,466.203,50.0,0101000020110f00001cee86c410ca40419e44d8f6ec7143c1,19.7684118,-22.3092734,1439.596,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135729,GX020576_135729,197590.0,978.148,450.37,251.574,153.056,50.0,0101000020110f00001cee86c410ca40419e44d8f6ec7143c1,19.7684118,-22.3092734,1439.596,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-175
2026-01V4,GX020576,135852,GX020576_135852,316560.0,1410.926,355.37,163.611,102.037,49.0,0101000020110f0000938048ed8aeb4041ef9e51c9416f43c1,19.9223859,-22.2979175,1357.518,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-207
2026-01V4,GX020576,135861,GX020576_135861,317260.0,332.5,879.63,351.852,283.24,49.0,0101000020110f0000283234fdbaeb4041561570b23c6f43c1,19.9232494,-22.2978329,1354.921,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-207
2026-01V4,GX020584,134907,GX020584_134907,297870.0,1762.778,299.074,179.444,188.241,17.0,0101000020110f000079eddcc1332e40419d9b57ef918b43c1,19.05153805,-22.41835035,1476.4544999999998,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-23
2026-01V4,GX020584,134907,GX020584_134907,297870.0,2053.056,492.593,327.222,314.907,17.0,0101000020110f000079eddcc1332e40419d9b57ef918b43c1,19.05153805,-22.41835035,1476.4544999999998,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-23
2026-01V4,GX020584,134907,GX020584_134907,297870.0,17.593,700.185,244.537,175.926,17.0,0101000020110f000079eddcc1332e40419d9b57ef918b43c1,19.05153805,-22.41835035,1476.4544999999998,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-23
2026-01V4,GX020584,134907,GX020584_134907,297870.0,314.907,564.722,179.445,156.574,17.0,0101000020110f000079eddcc1332e40419d9b57ef918b43c1,19.05153805,-22.41835035,1476.4544999999998,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-23
2026-01V4,GX020584,134909,GX020584_134909,298110.0,1790.92593,295.55548,256.852,219.907,17.0,0101000020110f00000f446544242e4041948c5610998b43c1,19.05125975,-22.418468750000002,1476.462,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-23
2026-01V4,GX020584,134909,GX020584_134909,298110.0,2119.90704,485.55515,380.0,325.463,17.0,0101000020110f00000f446544242e4041948c5610998b43c1,19.05125975,-22.418468750000002,1476.462,1.00,NotRated,1.0,Windhoek,Gobabis,T0602,T0602-23
2026-01V4,GX020587,136985,GX020587_136985,4460.0,22.87008,610.46315,292.037,256.852,17.0,0101000020110f00003ac47af06cc73f413cac985e4c8743c1,18.7089334,-22.4001867,1484.984,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136985,GX020587_136985,4460.0,381.759,483.796,232.222,161.852,17.0,0101000020110f00003ac47af06cc73f413cac985e4c8743c1,18.7089334,-22.4001867,1484.984,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136985,GX020587_136985,4460.0,636.85226,346.57451,237.5,151.296,17.0,0101000020110f00003ac47af06cc73f413cac985e4c8743c1,18.7089334,-22.4001867,1484.984,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136985,GX020587_136985,4460.0,1797.963,285.0,321.944,270.926,17.0,0101000020110f00003ac47af06cc73f413cac985e4c8743c1,18.7089334,-22.4001867,1484.984,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136985,GX020587_136985,4460.0,2221.944,562.963,348.334,351.852,17.0,0101000020110f00003ac47af06cc73f413cac985e4c8743c1,18.7089334,-22.4001867,1484.984,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136996,GX020587_136996,4480.0,14.074,659.722,300.833,195.278,17.0,0101000020110f00006d1921ab6ac73f411ccba93b4c8743c1,18.708913000163037,-22.40018443335145,1484.99399992008,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136996,GX020587_136996,4480.0,390.556,478.519,249.814,154.814,17.0,0101000020110f00006d1921ab6ac73f411ccba93b4c8743c1,18.708913000163037,-22.40018443335145,1484.99399992008,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136996,GX020587_136996,4480.0,721.296,341.296,174.167,107.315,17.0,0101000020110f00006d1921ab6ac73f411ccba93b4c8743c1,18.708913000163037,-22.40018443335145,1484.99399992008,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136996,GX020587_136996,4480.0,1738.148,260.37,248.056,226.945,17.0,0101000020110f00006d1921ab6ac73f411ccba93b4c8743c1,18.708913000163037,-22.40018443335145,1484.99399992008,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,136996,GX020587_136996,4480.0,2091.759,520.741,371.204,323.703,17.0,0101000020110f00006d1921ab6ac73f411ccba93b4c8743c1,18.708913000163037,-22.40018443335145,1484.99399992008,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,137025,GX020587_137025,4520.0,5.278,638.611,263.889,200.556,17.0,0101000020110f00008fc3aefe64c73f41493746e24b8743c1,18.708862033170828,-22.400178633314685,1485.0213332907092,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,137025,GX020587_137025,4520.0,350.093,452.13,283.24,181.203,17.0,0101000020110f00008fc3aefe64c73f41493746e24b8743c1,18.708862033170828,-22.400178633314685,1485.0213332907092,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
2026-01V4,GX020587,137025,GX020587_137025,4520.0,1782.13,293.796,343.055,263.889,17.0,0101000020110f00008fc3aefe64c73f41493746e24b8743c1,18.708862033170828,-22.400178633314685,1485.0213332907092,1.00,NotRated,1.0,Windhoek,Gobabis,T0601,T0601-344
