inspection_round,video_source,track_id,defect_id,frame_number,frame_x_min,frame_y_min,frame_x_max,frame_y_max,defect_class_id
2025-10V4,GX020591,20667,GX020591_20667,192360.0,2159.378,882.309,354.273,286.792,17.0
2025-10V4,GX020591,20667,GX020591_20667,192360.0,615.76061,497.66877,192.319,143.397,17.0
2025-10V4,GX020591,20729,GX020591_20729,192730.0,1892.83,732.164,222.686,232.808,17.0
2025-10V4,GX020591,20729,GX020591_20729,192730.0,1577.358,511.165,170.389,121.465,17.0
2025-10V4,GX020591,20729,GX020591_20729,192730.0,344.15092,615.75987,195.6937,140.023,17.0
2025-10V4,GX020591,20729,GX020591_20729,192730.0,2306.149,1078.002,253.052,244.617,17.0
2025-10V4,GX020591,12558,GX020591_12558,159020.0,1327.68035,661.3099,553.34074,501.04304,15.0
2025-10V4,GX020591,662,GX020591_662,9000.0,787.83603,840.13273,239.556,155.20578,14.0
2025-10V4,GX020591,666,GX020591_666,9020.0,467.30288,1164.03984,506.104,180.511,14.0
2025-10V4,GX020591,799,GX020591_799,9460.0,474.051,1184.28377,200.755,113.03,14.0
2025-10V4,GX020591,1316,GX020591_1316,11770.0,786.149,818.202,185.571,119.778,14.0
2025-10V4,GX020591,1316,GX020591_1316,11770.0,229.434,1363.108,231.121,107.969,14.0
2025-10V4,GX020591,2754,GX020591_2754,19540.0,813.141,1079.689,259.8,352.586,14.0
2025-10V4,GX020591,2754,GX020591_2754,19540.0,1700.511,954.85,187.258,165.328,14.0
2025-10V4,GX020591,3006,GX020591_3006,26670.0,541.53181,1302.37481,249.678,175.45,14.0
2025-10V4,GX020591,3151,GX020591_3151,29470.0,1025.705,796.271,197.38,94.47262,14.0
2025-10V4,GX020591,3206,GX020591_3206,29540.0,897.492,931.232,229.434,273.2963,14.0
2025-10V4,GX020591,3207,GX020591_3207,29530.0,705.172,1218.024,313.785,268.236,14.0
2025-10V4,GX020591,3276,GX020591_3276,30790.0,755.78286,954.85058,268.235,269.922,14.0
2025-10V4,GX020591,4651,GX020591_4651,53500.0,809.76645,862.06393,274.984,303.663,14.0
2025-10V4,GX020591,4651,GX020591_4651,53500.0,576.959,1255.139,281.731,190.632,14.0
2025-10V4,GX020591,4654,GX020591_4654,53510.0,885.68251,799.64523,182.198,286.792,14.0
2025-10V4,GX020591,4660,GX020591_4660,53530.0,877.248,882.309,190.632,148.457,14.0
2025-10V4,GX020591,9243,GX020591_9243,120110.0,759.156,1059.445,197.381,156.892,14.0
2025-10V4,GX020591,9300,GX020591_9300,121100.0,1627.969,1246.704,271.609,204.128,14.0
2025-10V4,GX020591,9380,GX020591_9380,121240.0,651.188,1150.544,195.693,143.396,14.0
2025-10V4,GX020591,9588,GX020591_9588,122320.0,1767.991,1128.613,268.235,163.64,14.0
2025-10V4,GX020591,9955,GX020591_9955,125550.0,883.996,853.629,234.495,141.71,14.0
2025-10V4,GX020591,11528,GX020591_11528,151750.0,722.042,968.346,180.511,86.038,14.0
2025-10V4,GX020591,12256,GX020591_12256,158160.0,1135.361,880.622,114.717,124.839,49.0
2025-10V4,GX020595,505,GX020595_505,1290.0,33.74016,757.46978,264.861,222.686,18.0
2025-10V4,GX020595,505,GX020595_505,1290.0,570.21129,484.17275,172.075,128.213,18.0
2025-10V4,GX020595,517,GX020595_517,1340.0,28.6791,710.23293,308.724,286.793,18.0
2025-10V4,GX020595,517,GX020595_517,1340.0,588.76819,431.87577,276.67,210.877,18.0
2025-10V4,GX020595,577,GX020595_577,1630.0,62.41964,676.49279,281.731,246.30394,18.0
2025-10V4,GX020595,577,GX020595_577,1630.0,806.393,580.3326,350.899,268.236,18.0
2025-10V4,GX020595,577,GX020595_577,1630.0,1115.117,285.105,261.487,173.763,18.0
2025-10V4,GX020595,41894,GX020595_41894,223890.0,750.72179,705.17155,264.861,441.998,49.0
2025-10V4,GX030101,13915,GX030101_13915,224650.0,1444.084,801.332,404.884,529.722,23.0
2025-10V4,GX030101,13918,GX030101_13918,224650.0,1361.421,845.194,448.745,448.746,23.0
2025-10V4,GX020590,520,GX020590_520,7100.0,1700.511,715.294,217.624,271.609,11.0
2025-10V4,GX020590,520,GX020590_520,7100.0,2122.26416,1189.34497,185.572,232.808,11.0
2025-10V4,GX020590,570,GX020590_570,7560.0,1531.809,543.219,195.694,247.991,11.0
2025-10V4,GX020590,570,GX020590_570,7560.0,2042.974,1062.819,190.633,350.899,11.0
2025-10V4,GX020590,571,GX020590_571,7550.0,1523.374,526.349,136.648,219.311,11.0
2025-10V4,GX020590,571,GX020590_571,7550.0,2134.073,1177.536,136.648,266.548,11.0
2025-10V4,GX020591,1,GX020591_1,10.0,1714.007,681.554,165.327,281.731,11.0
2025-10V4,GX020591,1,GX020591_1,10.0,2107.081,1074.628,178.824,315.472,11.0
2025-10V4,GX020591,2754,GX020591_2754,19540.0,1740.999,669.745,151.831,220.999,11.0
2025-10V4,GX020591,2754,GX020591_2754,19540.0,2269.034,1099.933,172.076,293.541,11.0
2025-10V4,GX030101,10339,GX030101_10339,179750.0,1611.099,831.698,310.41,440.311,4.0
2025-10V4,GX030101,10474,GX030101_10474,181790.0,1509.87777,803.01894,269.922,408.25742,4.0
2025-10V4,GX030101,10474,GX030101_10474,181790.0,1535.183,374.517,217.625,249.678,4.0
2025-10V4,GX030101,10474,GX030101_10474,181790.0,1815.228,436.937,197.38,278.357,4.0
2025-10V4,GX030101,10474,GX030101_10474,181790.0,833.38548,474.05106,155.205,244.61709,4.0
2025-10V4,GX030101,12611,GX030101_12611,217030.0,1606.038,855.316,534.783,438.624,4.0
2025-10V4,GX030101,12623,GX030101_12623,217050.0,1599.29002,661.30986,423.44,438.624,4.0
2025-10V4,GX030101,12697,GX030101_12697,217240.0,983.52897,821.57562,585.394,492.609,4.0
2025-10V4,GX030101,12700,GX030101_12700,217250.0,1137.048,561.776,443.685,482.486,4.0
2025-10V4,GX030101,12700,GX030101_12700,217250.0,327.281,1056.071,526.348,374.517,4.0
2025-10V4,GX030101,3318,GX030101_3318,84150.0,1889.456,511.165,220.999,349.212,0.0
2025-10V4,GX030101,7187,GX030101_7187,143220.0,435.24989,575.27181,357.64689,404.88357,0.0
2025-10V4,GX030101,7458,GX030101_7458,146190.0,214.25086,1155.60488,214.251,312.0978,0.0
2025-10V4,GX030101,8745,GX030101_8745,164130.0,151.8313,629.25604,403.19645,396.44873,0.0
2025-10V4,GX030101,10376,GX030101_10376,180980.0,1084.75,1160.666,141.709,350.899,0.0
2025-10V4,GX030101,10376,GX030101_10376,180980.0,1616.16,870.499,134.961,239.556,0.0
2025-10V4,GX030101,10610,GX030101_10610,183580.0,1595.916,863.751,219.312,514.54,0.0
2025-10V4,GX030101,12250,GX030101_12250,208900.0,1153.91786,674.80575,129.90012,740.59936,0.0
2025-10V4,GX030101,12262,GX030101_12262,208930.0,1115.06579,440.8395,259.317,1041.26,0.0
2025-10V4,GX030101,12391,GX030101_12391,210430.0,1089.13378,761.99525,187.507,728.083,0.0
2025-10V4,GX030101,14072,GX030101_14072,227490.0,1210.81403,662.25675,177.532,823.832,0.0
2025-10V4,GX030101,15681,GX030101_15681,231280.0,1468.136,606.404,119.686,347.087,0.0
2025-10V4,GX030101,14072,GX030101_14072,227490.0,1278.635,638.32,742.047,193.491,2.0
2025-10V4,GX030101,14072,GX030101_14072,227490.0,-1.995,472.756,548.557,103.727,0.0
2025-10V4,GX030101,3024,GX030101_3024,82370.0,2010.709,406.929,175.538,199.475,17.0
2025-10V4,GX030101,3024,GX030101_3024,82370.0,2347.822,724.094,185.511,223.413,17.0
2025-10V4,GX030101,14137,GX030101_14137,227540.0,1920.94525,217.42824,335.118,367.034,17.0
2025-10V4,GX030101,10146,GX030101_10146,177560.0,1669.606,157.585,410.919,289.239,18.0
2025-10V4,GX030101,10146,GX030101_10146,177560.0,2329.869,558.53,287.244,313.176,18.0
2025-10V4,GX030101,10413,GX030101_10413,181510.0,1615.748,155.591,301.207,181.522,18.0
2025-10V4,GX030101,10413,GX030101_10413,181510.0,2212.178,335.118,347.087,223.412,18.0
2025-10V4,GX030101,10912,GX030101_10912,184200.0,1857.113,273.281,281.26,213.438,5.0
2025-10V4,GX030101,10608,GX030101_10608,183580.0,2034.646,279.265,402.939,301.207,49.0
2025-10V4,GX030101,10609,GX030101_10609,183570.0,2150.341,331.129,339.108,255.328,49.0
2025-10V4,GX030101,10610,GX030101_10610,183580.0,2116.43,327.139,313.176,219.423,49.0
2025-10V4,GX030275,2136,GX030275_2136,27180.0,779.94775,660.26199,193.491,99.738,5.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,1138.5098,790.797,238.4312,685.49058,0.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,548.39234,1029.22886,180.81,449.046,0.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,1474.301,1271.634,166.902,246.379,0.0
2025-10V4,GX030594,90925,GX030594_90925,230980.0,860.34,1273.621,327.843,152.993,2.0
2025-10V4,GX030594,90925,GX030594_90925,230980.0,5.96029,1305.41207,304.00049,115.24152,2.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,300.026,1059.033,375.53,139.085,2.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,1303.425,1066.98,244.392,107.295,2.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,1078.902,1347.137,335.791,123.19,2.0
2025-10V4,GX030594,91286,GX030594_91286,232870.0,494.745,1412.706,294.065,103.32,2.0
2025-10V4,GX030594,24887,GX030594_24887,46940.0,1386.876,355.66,447.059,302.013,18.0
2025-10V4,GX030594,46619,GX030594_46619,80900.0,45.69928,458.98079,456.994,401.359,18.0
2025-10V4,GX030594,46619,GX030594_46619,80900.0,675.55557,294.06573,427.19,282.143,18.0
2025-10V4,GX030594,46960,GX030594_46960,81480.0,9.935,524.549,546.405,421.229,18.0
2025-10V4,GX030594,46960,GX030594_46960,81480.0,701.386,375.529,357.647,210.615,18.0
2025-10V4,GX030594,46976,GX030594_46976,81510.0,27.81743,512.62729,568.261,425.203,18.0
2025-10V4,GX030594,46976,GX030594_46976,81510.0,713.3071,345.7255,453.02,178.824,18.0
2025-10V4,GX030594,46978,GX030594_46978,81510.0,5.96043,472.88917,550.379,472.889,18.0
2025-10V4,GX030594,46978,GX030594_46978,81510.0,637.80345,307.97381,431.164,250.353,18.0
2025-10V4,GX030594,46980,GX030594_46980,81520.0,11.92193,498.71858,621.908,423.216,18.0
2025-10V4,GX030594,46980,GX030594_46980,81520.0,699.39844,353.67322,409.307,188.758,18.0
2025-10V4,GX030594,47014,GX030594_47014,81570.0,41.72579,411.29409,544.418,520.575,18.0
2025-10V4,GX030594,47014,GX030594_47014,81570.0,707.34645,302.01337,393.412,244.392,18.0
2025-10V4,GX030594,47266,GX030594_47266,82960.0,48.923,595.516,489.235,404.884,18.0
2025-10V4,GX030594,47266,GX030594_47266,82960.0,649.507,330.518,463.11,276.713,18.0
2025-10V4,GX030594,47514,GX030594_47514,83010.0,11.53,480.405,547.661,441.972,18.0
2025-10V4,GX030594,47514,GX030594_47514,83010.0,709.077,320.91,386.245,259.419,18.0
2025-10V4,GX030594,47542,GX030594_47542,83060.0,40.354,495.777,470.796,455.424,18.0
2025-10V4,GX030594,47542,GX030594_47542,83060.0,595.70158,334.36116,426.599,315.14579,18.0
2025-10V4,GX030594,47599,GX030594_47599,83120.0,28.824,522.68,466.953,409.305,18.0
2025-10V4,GX030594,47599,GX030594_47599,83120.0,576.48582,313.22378,472.718,265.183,18.0
2025-10V4,GX030594,47656,GX030594_47656,83190.0,71.1,526.523,470.796,447.737,18.0
2025-10V4,GX030594,47656,GX030594_47656,83190.0,639.89856,376.63685,392.01,238.281,18.0
2025-10V4,GX030594,47740,GX030594_47740,83300.0,88.394,539.975,474.64,378.559,18.0
2025-10V4,GX030594,47740,GX030594_47740,83300.0,605.30934,382.40229,436.20772,203.691,18.0
2025-10V4,GX030594,47872,GX030594_47872,83540.0,24.981,545.74,524.602,334.361,18.0
2025-10V4,GX030594,47872,GX030594_47872,83540.0,636.05516,363.18558,399.697,207.535,18.0
2025-10V4,GX030594,50133,GX030594_50133,87510.0,30.746,468.875,476.561,347.813,18.0
2025-10V4,GX030594,50133,GX030594_50133,87510.0,589.93727,374.7152,276.713,163.338,18.0
2025-10V4,GX030594,50402,GX030594_50402,87960.0,61.492,586.094,505.385,322.831,18.0
2025-10V4,GX030594,50402,GX030594_50402,87960.0,662.958,359.343,407.383,209.456,18.0
2025-10V4,GX030594,70002,GX030594_70002,137320.0,1506.549,532.288,463.11,342.048,18.0
2025-10V4,GX040101,6431,GX040101_6431,176330.0,1865.838,361.021,323.907,249.678,17.0
2025-10V4,GX040101,6431,GX040101_6431,176330.0,2188.058,684.928,276.67,247.991,17.0
2025-10V4,GX040101,6431,GX040101_6431,176330.0,13.496,261.487,239.556,148.458,17.0
2025-10V4,GX040101,6431,GX040101_6431,176330.0,484.173,138.335,207.503,113.03,17.0
2025-10V4,GX040101,25061,GX040101_25061,273520.0,2145.882,526.349,322.22,295.227,17.0
2025-10V4,GX040101,25061,GX040101_25061,273520.0,1639.778,121.465,242.93,180.511,17.0
2025-10V4,GX040101,25170,GX040101_25170,276960.0,2044.661,404.883,214.251,226.06,17.0
2025-10V4,GX040101,25170,GX040101_25170,276960.0,2255.53851,636.00417,280.044,200.75499,17.0
2025-10V4,GX040101,25170,GX040101_25170,276960.0,1757.86865,194.00666,274.98374,172.07548,17.0
2025-10V4,GX040101,25553,GX040101_25553,288680.0,2096.485,468.875,303.616,217.143,17.0
2025-10V4,GX040101,25553,GX040101_25553,288680.0,1787.105,203.692,261.34,186.396,17.0
2025-10V4,GX040101,25553,GX040101_25553,288680.0,2377.042,726.372,263.261,269.026,17.0
2025-10V4,GX040101,25553,GX040101_25553,288680.0,30.74582,282.47767,196.005,124.905,17.0
2025-10V4,GX040101,25553,GX040101_25553,288680.0,382.40231,121.0624,199.848,144.121,17.0
2025-10V4,GX040101,25553,GX040101_25553,288680.0,672.56664,42.27558,197.926,121.062,17.0
2025-10V4,GX040101,26587,GX040101_26587,296680.0,2021.542,357.421,247.889,211.378,17.0
2025-10V4,GX040101,26587,GX040101_26587,296680.0,2323.23624,589.93658,326.675,286.321,17.0
2025-10V4,GX040101,26587,GX040101_26587,296680.0,9.60844,269.02607,272.869,136.435,17.0
2025-10V4,GX040101,29511,GX040101_29511,315570.0,1950.44231,228.67256,261.34025,215.22075,17.0
2025-10V4,GX040101,29511,GX040101_29511,315570.0,2282.88195,543.81829,247.889,272.869,17.0
2025-10V4,GX040101,30297,GX040101_30297,320870.0,2329.001,785.942,280.557,326.675,17.0
2025-10V4,GX040101,30297,GX040101_30297,320870.0,2017.699,430.442,278.635,295.93,17.0
2025-10V4,GX040101,7720,GX040101_7720,181170.0,830.139,914.69027,812.845,165.25873,2.0
2025-10V4,GX040101,7720,GX040101_7720,181170.0,1521.922,440.051,486.169,130.67,2.0
2025-10V4,GX040101,7922,GX040101_7922,181570.0,720.60683,895.47408,843.59017,134.51292,2.0
2025-10V4,GX040101,7922,GX040101_7922,181570.0,1254.81624,465.03133,682.175,98.003,2.0
2025-10V4,GX040101,8147,GX040101_8147,181980.0,1291.327,591.858,653.351,159.495,2.0
2025-10V4,GX040101,8147,GX040101_8147,181980.0,1395.095,286.321,397.775,117.219,2.0
2025-10V4,GX040101,8208,GX040101_8208,182070.0,1360.50562,972.33881,908.925,146.04299,2.0
2025-10V4,GX040101,8208,GX040101_8208,182070.0,534.784,696.737,416.692,192.32,2.0
2025-10V4,GX040101,8208,GX040101_8208,182070.0,1204.528,236.182,263.175,84.351,2.0
2025-10V4,GX040101,8256,GX040101_8256,182180.0,1342.86301,561.77588,605.639,97.847,2.0
2025-10V4,GX040101,8256,GX040101_8256,182180.0,445.372,1135.361,534.783,114.717,2.0
2025-10V4,GX040101,8874,GX040101_8874,183380.0,1174.162,470.677,509.478,141.709,2.0
2025-10V4,GX040101,8879,GX040101_8879,183340.0,1010.522,811.454,848.568,192.32,2.0
2025-10V4,GX040101,8930,GX040101_8930,183450.0,998.713,750.721,448.745,131.588,2.0
2025-10V4,GX040101,8938,GX040101_8938,183480.0,1128.613,767.592,570.211,173.762,2.0
2025-10V4,GX040101,8938,GX040101_8938,183480.0,1182.597,511.165,310.411,116.404,2.0
2025-10V4,GX040101,9427,GX040101_9427,185070.0,1108.368,619.134,511.166,165.328,2.0
2025-10V4,GX040101,9713,GX040101_9713,186460.0,818.202,1118.491,789.523,180.51,2.0
2025-10V4,GX040101,9776,GX040101_9776,186660.0,830.011,811.4539,592.142,107.969,2.0
2025-10V4,GX040101,9983,GX040101_9983,187980.0,1717.38107,754.09513,607.325,99.53417,2.0
2025-10V4,GX040101,9983,GX040101_9983,187980.0,35.427,887.37,1079.69,141.709,2.0
2025-10V4,GX040101,9983,GX040101_9983,187980.0,460.555,367.76907,689.989,99.53392,2.0
2025-10V4,GX040101,10045,GX040101_10045,188130.0,1906.326,818.202,453.807,126.526,2.0
2025-10V4,GX040101,10045,GX040101_10045,188130.0,1110.055,501.043,484.174,109.656,2.0
2025-10V4,GX040101,10045,GX040101_10045,188130.0,1265.261,823.263,587.081,64.107,2.0
2025-10V4,GX040101,10558,GX040101_10558,190510.0,959.911,1025.705,772.653,264.861,2.0
2025-10V4,GX040101,10664,GX040101_10664,190880.0,1103.30774,789.52294,679.867,141.709,2.0
2025-10V4,GX040101,10664,GX040101_10664,190880.0,1518.313,415.00555,467.30298,101.22045,2.0
2025-10V4,GX040101,10903,GX040101_10903,191410.0,598.88983,781.08792,1005.46089,173.76224,2.0
2025-10V4,GX040101,10987,GX040101_10987,191620.0,1145.483,543.21865,435.25,89.41135,2.0
2025-10V4,GX040101,11477,GX040101_11477,193490.0,1406.97,696.73709,345.838,84.351,2.0
2025-10V4,GX040101,11674,GX040101_11674,194120.0,1526.74805,652.87458,679.86682,99.53433,2.0
2025-10V4,GX040101,12599,GX040101_12599,197060.0,1886.08213,1017.2697,752.40887,146.7703,2.0
2025-10V4,GX040101,12631,GX040101_12631,197130.0,1214.64999,797.95783,752.409,94.47326,2.0
2025-10V4,GX040101,12675,GX040101_12675,197280.0,1064.506,617.447,765.905,82.664,2.0
2025-10V4,GX040101,12708,GX040101_12708,197340.0,2029.478,833.38513,357.647,133.27387,2.0
2025-10V4,GX040101,12708,GX040101_12708,197340.0,1002.087,693.36293,732.164,158.57907,2.0
2025-10V4,GX040101,12725,GX040101_12725,197390.0,733.85088,1042.57473,1008.83502,134.961,2.0
2025-10V4,GX040101,12725,GX040101_12725,197390.0,2177.93597,1083.06286,435.249,80.977,2.0
2025-10V4,GX040101,13659,GX040101_13659,203710.0,1140.422,619.134,514.539,102.908,2.0
2025-10V4,GX040101,13659,GX040101_13659,203710.0,1997.425,708.546,312.098,92.786,2.0
2025-10V4,GX040101,14477,GX040101_14477,209570.0,1843.907,602.264,273.296,79.29,2.0
2025-10V4,GX040101,15190,GX040101_15190,213680.0,1067.88,1071.25386,784.462,107.969,2.0
2025-10V4,GX040101,15197,GX040101_15197,213390.0,1212.96337,1000.39977,509.47836,82.663,2.0
2025-10V4,GX040101,15197,GX040101_15197,213390.0,35.427,558.402,436.937,91.099,2.0
2025-10V4,GX040101,15197,GX040101_15197,213390.0,2021.043,583.70699,224.373,70.85501,2.0
2025-10V4,GX040101,15320,GX040101_15320,213680.0,951.47614,1047.636,899.17869,107.969,2.0
2025-10V4,GX040101,15356,GX040101_15356,213760.0,1929.945,1192.719,696.736,91.099,2.0
2025-10V4,GX040101,15431,GX040101_15431,213950.0,732.137,1118.382,1089.55706,111.45365,2.0
2025-10V4,GX040101,16177,GX040101_16177,217480.0,1560.354,680.253,632.212,84.551,2.0
2025-10V4,GX040101,21269,GX040101_21269,248730.0,895.474,593.78,474.64,113.375,2.0
2025-10V4,GX040101,21269,GX040101_21269,248730.0,2090.721,722.52845,345.891,88.39455,2.0
2025-10V4,GX040101,21269,GX040101_21269,248730.0,1896.637,551.504,259.419,61.492,2.0
2025-10V4,GX040101,24546,GX040101_24546,269830.0,2021.542,1185.63843,557.27,103.76739,2.0
2025-10V4,GX040101,28873,GX040101_28873,312150.0,1754.437,563.03413,441.973,92.23768,2.0
2025-10V4,GX040101,28892,GX040101_28892,311990.0,1950.442,628.369,282.478,96.081,2.0
2025-10V4,GX040101,28977,GX040101_28977,312140.0,1881.264,822.45259,541.897,105.689,2.0
2025-10V4,GX040101,29002,GX040101_29002,312190.0,1437.37,1210.61967,555.348,99.924,2.0
