inspection_round,video_source,track_id,defect_id,frame_number,frame_x_min,frame_y_min,frame_x_max,frame_y_max,defect_class_id
2026-01V4,GX020576,2552,GX020576_2552,197580.0,2228.98115,1152.31519,448.611,346.574,49.0
2026-01V4,GX020576,2552,GX020576_2552,197580.0,233.98104,1088.9817,244.537,209.352,49.0
2026-01V4,GX020576,2557,GX020576_2557,197600.0,1792.685,578.796,334.259,258.611,50.0
2026-01V4,GX020576,2557,GX020576_2557,197600.0,1027.407,385.278,253.334,161.852,50.0
2026-01V4,GX020576,2560,GX020576_2560,197590.0,1898.241,744.167,492.592,466.203,50.0
2026-01V4,GX020576,2560,GX020576_2560,197590.0,978.148,450.37,251.574,153.056,50.0
2026-01V4,GX020576,3367,GX020576_3367,316560.0,1410.926,355.37,163.611,102.037,49.0
2026-01V4,GX020576,3492,GX020576_3492,317260.0,332.5,879.63,351.852,283.24,49.0
2026-01V4,GX020584,10281,GX020584_10281,297870.0,1762.778,299.074,179.444,188.241,17.0
2026-01V4,GX020584,10281,GX020584_10281,297870.0,2053.056,492.593,327.222,314.907,17.0
2026-01V4,GX020584,10281,GX020584_10281,297870.0,17.593,700.185,244.537,175.926,17.0
2026-01V4,GX020584,10281,GX020584_10281,297870.0,314.907,564.722,179.445,156.574,17.0
2026-01V4,GX020584,10293,GX020584_10293,298110.0,1790.92593,295.55548,256.852,219.907,17.0
2026-01V4,GX020584,10293,GX020584_10293,298110.0,2119.90704,485.55515,380.0,325.463,17.0
2026-01V4,GX020587,75,GX020587_75,4460.0,22.87008,610.46315,292.037,256.852,17.0
2026-01V4,GX020587,75,GX020587_75,4460.0,381.759,483.796,232.222,161.852,17.0
2026-01V4,GX020587,75,GX020587_75,4460.0,636.85226,346.57451,237.5,151.296,17.0
2026-01V4,GX020587,75,GX020587_75,4460.0,1797.963,285.0,321.944,270.926,17.0
2026-01V4,GX020587,75,GX020587_75,4460.0,2221.944,562.963,348.334,351.852,17.0
2026-01V4,GX020587,76,GX020587_76,4480.0,14.074,659.722,300.833,195.278,17.0
2026-01V4,GX020587,76,GX020587_76,4480.0,390.556,478.519,249.814,154.814,17.0
2026-01V4,GX020587,76,GX020587_76,4480.0,721.296,341.296,174.167,107.315,17.0
2026-01V4,GX020587,76,GX020587_76,4480.0,1738.148,260.37,248.056,226.945,17.0
2026-01V4,GX020587,76,GX020587_76,4480.0,2091.759,520.741,371.204,323.703,17.0
2026-01V4,GX020587,80,GX020587_80,4520.0,5.278,638.611,263.889,200.556,17.0
2026-01V4,GX020587,80,GX020587_80,4520.0,350.093,452.13,283.24,181.203,17.0
2026-01V4,GX020587,80,GX020587_80,4520.0,1782.13,293.796,343.055,263.889,17.0
2026-01V4,GX020587,80,GX020587_80,4520.0,2250.093,621.019,365.926,381.759,16.0
2026-01V4,GX020587,118,GX020587_118,10150.0,40.463,666.759,255.093,212.871,17.0
2026-01V4,GX020587,118,GX020587_118,10150.0,364.167,485.556,207.592,154.814,17.0
2026-01V4,GX020587,118,GX020587_118,10150.0,649.167,357.13,191.759,135.463,17.0
2026-01V4,GX020587,118,GX020587_118,10150.0,1739.907,235.741,249.815,237.5,17.0
2026-01V4,GX020587,118,GX020587_118,10150.0,2137.5,422.222,482.037,453.889,17.0
2026-01V4,GX020587,122,GX020587_122,10180.0,17.593,672.037,241.018,197.037,17.0
2026-01V4,GX020587,122,GX020587_122,10180.0,302.593,492.593,225.185,182.963,17.0
2026-01V4,GX020587,122,GX020587_122,10180.0,582.315,380.0,186.481,147.778,17.0
2026-01V4,GX020587,122,GX020587_122,10180.0,1785.648,228.704,306.111,276.203,17.0
2026-01V4,GX020587,122,GX020587_122,10180.0,2200.833,511.944,394.074,383.519,17.0
2026-01V4,GX020587,147,GX020587_147,12230.0,7.037,585.833,288.519,223.426,17.0
2026-01V4,GX020587,147,GX020587_147,12230.0,348.333,445.093,290.278,165.37,17.0
2026-01V4,GX020587,147,GX020587_147,12230.0,723.056,316.667,186.481,151.296,17.0
2026-01V4,GX020587,147,GX020587_147,12230.0,1764.537,320.185,295.556,190.0,17.0
2026-01V4,GX020587,147,GX020587_147,12230.0,2204.352,582.315,360.648,365.926,17.0
2026-01V4,GX020587,151,GX020587_151,12300.0,3.519,652.685,258.611,225.185,17.0
2026-01V4,GX020587,151,GX020587_151,12300.0,311.389,494.352,258.611,174.167,17.0
2026-01V4,GX020587,151,GX020587_151,12300.0,619.25944,360.648,279.722,131.945,17.0
2026-01V4,GX020587,151,GX020587_151,12300.0,1796.204,318.426,279.722,209.352,17.0
2026-01V4,GX020587,151,GX020587_151,12300.0,2213.148,592.87,427.5,334.26,17.0
2026-01V4,GX020587,285,GX020587_285,23960.0,45.741,638.611,258.611,223.426,17.0
2026-01V4,GX020587,285,GX020587_285,23960.0,394.074,453.889,219.907,170.648,17.0
2026-01V4,GX020587,285,GX020587_285,23960.0,665.0,336.019,230.463,142.5,17.0
2026-01V4,GX020587,285,GX020587_285,23960.0,1824.352,311.389,323.704,233.981,17.0
2026-01V4,GX020587,285,GX020587_285,23960.0,2294.074,580.556,376.482,364.166,17.0
2026-01V4,GX020587,332,GX020587_332,25470.0,1773.33296,249.81444,300.834,216.389,17.0
2026-01V4,GX020587,332,GX020587_332,25470.0,2197.315,473.241,466.204,432.778,17.0
2026-01V4,GX020587,335,GX020587_335,25490.0,1780.37,263.889,307.871,230.463,17.0
2026-01V4,GX020587,335,GX020587_335,25490.0,2250.093,504.907,381.759,397.593,17.0
2026-01V4,GX020590,6,GX020590_6,540.0,35.185,545.37,241.019,195.278,17.0
2026-01V4,GX020590,6,GX020590_6,540.0,314.907,401.111,246.297,204.074,17.0
2026-01V4,GX020590,6,GX020590_6,540.0,613.981,299.074,193.519,160.093,17.0
2026-01V4,GX020590,6,GX020590_6,540.0,1722.315,290.278,344.815,279.722,17.0
2026-01V4,GX020590,6,GX020590_6,540.0,2236.019,550.648,397.592,503.148,17.0
2026-01V4,GX020590,6,GX020590_6,540.0,1277.222,300.833,100.278,146.019,24.0
2026-01V4,GX020590,6,GX020590_6,540.0,1488.333,307.87,126.667,140.741,24.0
2026-01V4,GX020590,10,GX020590_10,560.0,1273.704,299.074,102.037,131.945,24.0
2026-01V4,GX020590,10,GX020590_10,560.0,1488.333,292.037,98.519,126.667,24.0
2026-01V4,GX020590,10,GX020590_10,560.0,26.389,543.611,233.981,191.759,17.0
2026-01V4,GX020590,10,GX020590_10,560.0,339.537,427.5,186.482,154.815,17.0
2026-01V4,GX020590,10,GX020590_10,560.0,585.833,314.907,207.593,160.093,17.0
2026-01V4,GX020590,10,GX020590_10,560.0,1769.815,327.222,302.592,285.0,17.0
2026-01V4,GX020590,10,GX020590_10,560.0,2195.556,577.037,408.148,392.315,17.0
2026-01V4,GX020590,21,GX020590_21,1830.0,31.667,527.778,248.055,225.185,17.0
2026-01V4,GX020590,21,GX020590_21,1830.0,351.852,364.167,232.222,207.592,17.0
2026-01V4,GX020590,21,GX020590_21,1830.0,649.16659,290.27789,175.926,154.815,17.0
2026-01V4,GX020590,21,GX020590_21,1830.0,1695.926,253.333,339.537,277.963,17.0
2026-01V4,GX020590,21,GX020590_21,1830.0,2204.352,545.37,380.0,460.926,17.0
2026-01V4,GX020590,21,GX020590_21,1830.0,1199.815,413.426,153.055,144.259,24.0
2026-01V4,GX020590,23,GX020590_23,1860.0,14.074,492.593,251.574,279.722,17.0
2026-01V4,GX020590,23,GX020590_23,1860.0,337.77804,367.68493,299.074,226.945,17.0
2026-01V4,GX020590,23,GX020590_23,1860.0,684.352,269.167,211.111,160.092,17.0
2026-01V4,GX020590,23,GX020590_23,1860.0,1673.056,248.056,339.537,314.907,17.0
2026-01V4,GX020590,23,GX020590_23,1860.0,2135.741,455.648,445.092,515.463,17.0
2026-01V4,GX020590,23,GX020590_23,1860.0,1212.13,422.222,123.148,131.945,24.0
2026-01V4,GX020590,23,GX020590_23,1860.0,979.907,388.796,144.26,100.278,24.0
2026-01V4,GX020590,33,GX020590_33,2280.0,1578.05559,230.463,256.852,175.926,17.0
2026-01V4,GX020590,33,GX020590_33,2280.0,1928.148,411.667,330.741,272.685,17.0
2026-01V4,GX020590,33,GX020590_33,2280.0,2334.537,760.0,355.37,431.019,17.0
2026-01V4,GX020590,33,GX020590_33,2280.0,33.426,568.241,263.889,179.444,17.0
2026-01V4,GX020590,33,GX020590_33,2280.0,395.833,416.944,225.186,156.575,17.0
2026-01V4,GX020590,33,GX020590_33,2280.0,1252.593,362.407,87.963,91.482,24.0
2026-01V4,GX020590,33,GX020590_33,2280.0,988.70411,402.87056,98.518,73.889,24.0
2026-01V4,GX020590,52,GX020590_52,6080.0,1569.259,276.2037,214.62989,117.8703,17.0
2026-01V4,GX020590,52,GX020590_52,6080.0,1922.87,483.796,256.852,233.982,17.0
2026-01V4,GX020590,52,GX020590_52,6080.0,1192.778,425.741,119.629,119.629,24.0
2026-01V4,GX020590,52,GX020590_52,6080.0,1484.815,432.778,170.648,140.741,24.0
2026-01V4,GX020590,52,GX020590_52,6080.0,656.2033,462.68526,87.963,75.648,24.0
2026-01V4,GX020590,54,GX020590_54,6090.0,1636.111,274.444,248.056,218.149,17.0
2026-01V4,GX020590,54,GX020590_54,6090.0,2017.86996,557.6847,364.167,362.408,17.0
2026-01V4,GX020590,54,GX020590_54,6090.0,1155.833,431.019,137.223,175.925,24.0
2026-01V4,GX020590,54,GX020590_54,6090.0,965.833,404.63,110.834,93.24,24.0
2026-01V4,GX020590,54,GX020590_54,6090.0,1493.611,466.204,193.519,175.926,24.0
2026-01V4,GX020590,60,GX020590_60,6120.0,1215.648,383.519,79.167,177.685,24.0
2026-01V4,GX020590,60,GX020590_60,6120.0,1460.185,372.963,188.241,184.722,24.0
2026-01V4,GX020590,60,GX020590_60,6120.0,939.44404,413.42604,138.982,114.352,24.0
2026-01V4,GX020590,60,GX020590_60,6120.0,1694.167,299.074,233.981,218.148,17.0
2026-01V4,GX020590,60,GX020590_60,6120.0,2038.981,503.148,453.889,415.185,17.0
2026-01V4,GX020590,66,GX020590_66,6160.0,1440.833,327.222,207.593,177.685,24.0
2026-01V4,GX020590,66,GX020590_66,6160.0,1227.963,374.722,117.87,124.908,24.0
2026-01V4,GX020590,66,GX020590_66,6160.0,937.685,418.704,116.111,109.074,24.0
2026-01V4,GX020590,66,GX020590_66,6160.0,1732.87,309.63,251.574,223.426,17.0
2026-01V4,GX020590,66,GX020590_66,6160.0,2102.31441,566.481,372.963,365.926,17.0
2026-01V4,GX020590,67,GX020590_67,6150.0,918.333,404.63,156.574,114.351,24.0
2026-01V4,GX020590,67,GX020590_67,6150.0,1491.852,401.111,181.204,151.296,24.0
2026-01V4,GX020590,67,GX020590_67,6150.0,1748.704,353.61111,267.40711,197.03689,17.0
2026-01V4,GX020590,67,GX020590_67,6150.0,2095.278,587.593,415.185,358.888,17.0
2026-01V4,GX020590,72,GX020590_72,6190.0,1238.519,351.852,95.0,144.259,24.0
2026-01V4,GX020590,72,GX020590_72,6190.0,1009.81481,390.55581,65.093,63.333,24.0
2026-01V4,GX020590,72,GX020590_72,6190.0,1653.70363,260.37048,249.815,235.741,17.0
2026-01V4,GX020590,72,GX020590_72,6190.0,2074.167,534.815,423.981,328.981,24.0
2026-01V4,GX020590,73,GX020590_73,6190.0,1235.0,299.074,110.833,193.519,24.0
2026-01V4,GX020590,73,GX020590_73,6190.0,1449.63,297.315,119.629,146.018,24.0
2026-01V4,GX020590,73,GX020590_73,6190.0,1639.63,251.574,205.833,207.593,17.0
2026-01V4,GX020590,73,GX020590_73,6190.0,2002.037,518.981,380.0,321.945,17.0
2026-01V4,GX020590,75,GX020590_75,6200.0,1266.66685,290.27826,102.037,112.592,24.0
2026-01V4,GX020590,75,GX020590_75,6200.0,1454.907,299.074,107.315,100.278,24.0
2026-01V4,GX020590,75,GX020590_75,6200.0,1627.315,272.685,195.278,161.852,17.0
2026-01V4,GX020590,75,GX020590_75,6200.0,1929.907,497.87,297.315,242.778,17.0
2026-01V4,GX020599,2306,GX020599_2306,140110.0,703.704,510.185,330.74,422.222,0.0
2026-01V4,GX020599,847,GX020599_847,36690.0,1606.204,265.648,235.74,179.445,17.0
2026-01V4,GX020599,847,GX020599_847,36690.0,1961.574,469.722,346.574,251.574,17.0
2026-01V4,GX020599,847,GX020599_847,36690.0,33.426,490.833,209.352,156.574,17.0
2026-01V4,GX020599,847,GX020599_847,36690.0,297.315,399.352,167.129,121.389,17.0
2026-01V4,GX020599,847,GX020599_847,36690.0,548.889,316.667,170.648,103.796,17.0
2026-01V4,GX020599,847,GX020599_847,36690.0,851.48141,731.85193,251.574,450.37,0.0
2026-01V4,GX020599,890,GX020599_890,37860.0,26.389,464.444,228.704,170.649,17.0
2026-01V4,GX020599,890,GX020599_890,37860.0,311.389,351.852,193.518,149.537,17.0
2026-01V4,GX020599,890,GX020599_890,37860.0,554.167,270.926,200.555,124.907,17.0
2026-01V4,GX020599,890,GX020599_890,37860.0,1611.481,274.444,251.575,200.556,17.0
2026-01V4,GX020599,890,GX020599_890,37860.0,2014.352,533.056,309.629,258.611,17.0
2026-01V4,GX020599,896,GX020599_896,37890.0,1562.222,263.889,288.519,181.204,17.0
2026-01V4,GX020599,896,GX020599_896,37890.0,1989.72211,487.31504,371.204,376.481,17.0
2026-01V4,GX020599,896,GX020599_896,37890.0,5.278,482.037,239.259,179.444,17.0
2026-01V4,GX020599,896,GX020599_896,37890.0,336.019,350.093,253.333,137.222,17.0
2026-01V4,GX020599,899,GX020599_899,37900.0,1599.167,295.556,325.463,184.722,17.0
2026-01V4,GX020599,899,GX020599_899,37900.0,2017.87,520.741,274.445,272.685,17.0
2026-01V4,GX020599,899,GX020599_899,37900.0,15.833,418.704,293.797,230.463,17.0
2026-01V4,GX020599,899,GX020599_899,37900.0,397.593,300.833,211.111,149.537,17.0
2026-01V4,GX020599,1484,GX020599_1484,69520.0,1637.87,283.241,242.778,184.722,17.0
2026-01V4,GX020599,1484,GX020599_1484,69520.0,2023.148,501.389,455.648,321.944,17.0
2026-01V4,GX020599,1484,GX020599_1484,69520.0,14.074,522.5,316.667,181.204,17.0
2026-01V4,GX020599,1484,GX020599_1484,69520.0,422.222,336.01885,226.945,167.129,17.0
2026-01V4,GX020599,1485,GX020599_1485,69530.0,1588.611,263.889,249.815,165.37,17.0
2026-01V4,GX020599,1485,GX020599_1485,69530.0,1982.685,471.481,360.648,276.204,17.0
2026-01V4,GX020599,1485,GX020599_1485,69530.0,14.07433,490.83378,304.352,193.518,17.0
2026-01V4,GX020599,1485,GX020599_1485,69530.0,390.556,380.0,205.833,107.315,17.0
2026-01V4,GX020599,1779,GX020599_1779,121580.0,1476.019,246.296,299.074,158.334,17.0
2026-01V4,GX020599,1779,GX020599_1779,121580.0,1880.648,489.074,496.111,295.556,17.0
2026-01V4,GX020599,1779,GX020599_1779,121580.0,7.037,489.074,336.019,165.37,17.0
2026-01V4,GX020599,1779,GX020599_1779,121580.0,427.5,348.333,235.741,116.111,17.0
2026-01V4,GX020599,1819,GX020599_1819,122270.0,1556.944,251.574,330.741,188.241,17.0
2026-01V4,GX020599,1819,GX020599_1819,122270.0,2003.796,511.944,545.371,385.278,17.0
2026-01V4,GX020599,1819,GX020599_1819,122270.0,438.056,344.815,232.222,126.666,17.0
2026-01V4,GX020599,1819,GX020599_1819,122270.0,28.148,501.389,233.982,225.185,17.0
2026-01V4,GX020599,1851,GX020599_1851,123870.0,1520.0,256.852,332.5,214.629,17.0
2026-01V4,GX020599,1851,GX020599_1851,123870.0,2014.352,518.981,570.0,473.241,17.0
2026-01V4,GX020599,1851,GX020599_1851,123870.0,15.833,533.056,249.815,151.296,17.0
2026-01V4,GX020599,1851,GX020599_1851,123870.0,320.185,422.222,195.278,130.185,17.0
2026-01V4,GX020599,1851,GX020599_1851,123870.0,568.241,328.981,190.0,102.038,17.0
2026-01V4,GX020599,1892,GX020599_1892,124790.0,1539.352,241.019,388.796,216.388,17.0
2026-01V4,GX020599,1892,GX020599_1892,124790.0,2023.148,475.0,501.389,397.593,17.0
2026-01V4,GX020599,1892,GX020599_1892,124790.0,14.074,529.537,262.13,156.574,17.0
2026-01V4,GX020599,1892,GX020599_1892,124790.0,383.519,372.963,246.296,140.741,17.0
2026-01V4,GX020599,1894,GX020599_1894,124600.0,1551.667,249.815,381.759,263.889,17.0
2026-01V4,GX020599,1894,GX020599_1894,124600.0,2105.833,557.685,494.352,471.482,17.0
2026-01V4,GX020599,1894,GX020599_1894,124600.0,14.074,503.148,256.852,207.593,17.0
2026-01V4,GX020599,1894,GX020599_1894,124600.0,350.093,381.759,228.703,138.982,17.0
2026-01V4,GX020599,1912,GX020599_1912,124700.0,12.315,467.963,272.685,241.018,17.0
2026-01V4,GX020599,1912,GX020599_1912,124700.0,387.037,357.13,232.222,160.092,17.0
2026-01V4,GX020599,1912,GX020599_1912,124700.0,1620.278,281.481,295.555,223.426,17.0
2026-01V4,GX020599,1912,GX020599_1912,124700.0,2070.648,584.074,425.741,348.333,17.0
2026-01V4,GX020599,1924,GX020599_1924,124850.0,1634.352,249.815,281.481,281.481,17.0
2026-01V4,GX020599,1924,GX020599_1924,124850.0,2070.648,527.778,392.315,376.481,17.0
2026-01V4,GX020599,1924,GX020599_1924,124850.0,26.389,473.241,246.296,197.037,17.0
2026-01V4,GX020599,1924,GX020599_1924,124850.0,378.241,360.648,219.907,165.371,17.0
2026-01V4,GX020599,1932,GX020599_1932,124840.0,1556.94407,274.444,306.111,186.482,17.0
2026-01V4,GX020599,1932,GX020599_1932,124840.0,2000.27767,531.296,431.019,337.778,17.0
2026-01V4,GX020599,1932,GX020599_1932,124840.0,17.593,490.833,263.888,221.667,17.0
2026-01V4,GX020599,1932,GX020599_1932,124840.0,367.685,371.204,209.352,165.37,17.0
2026-01V4,GX020599,1935,GX020599_1935,124840.0,1595.648,263.889,295.556,246.296,17.0
2026-01V4,GX020599,1935,GX020599_1935,124840.0,2028.426,534.815,374.722,330.741,17.0
2026-01V4,GX020599,1935,GX020599_1935,124840.0,29.907,492.593,241.019,182.963,17.0
2026-01V4,GX020599,1935,GX020599_1935,124840.0,334.259,394.074,232.222,151.296,17.0
2026-01V4,GX020599,1940,GX020599_1940,124870.0,1590.37,279.722,341.297,223.426,17.0
2026-01V4,GX020599,1940,GX020599_1940,124870.0,2042.5,490.833,520.741,466.204,17.0
2026-01V4,GX020599,1940,GX020599_1940,124870.0,19.352,508.426,211.111,197.037,17.0
2026-01V4,GX020599,1940,GX020599_1940,124870.0,350.093,387.03744,218.148,147.777,17.0
2026-01V4,GX020599,1940,GX020599_1940,124870.0,621.019,288.519,168.888,110.833,17.0
2026-01V4,GX020614,650,GX020614_650,1990.0,1639.63011,283.24096,311.388,205.833,17.0
2026-01V4,GX020614,650,GX020614_650,1990.0,2112.87,471.481,413.426,358.889,17.0
2026-01V4,GX020614,651,GX020614_651,1990.0,1630.833,272.685,256.852,182.963,17.0
2026-01V4,GX020614,651,GX020614_651,1990.0,2024.907,431.019,369.445,293.796,17.0
2026-01V4,GX020614,655,GX020614_655,2000.0,1646.667,269.167,292.037,232.222,17.0
2026-01V4,GX020614,655,GX020614_655,2000.0,2119.90719,501.389,457.408,343.055,17.0
2026-01V4,GX020614,660,GX020614_660,2020.0,1641.389,260.37,256.852,221.667,17.0
2026-01V4,GX020614,660,GX020614_660,2020.0,2079.444,448.611,346.575,341.296,17.0
2026-01V4,GX020614,664,GX020614_664,2040.0,1592.13,263.88889,244.53667,161.85211,17.0
2026-01V4,GX020614,664,GX020614_664,2040.0,1973.889,369.444,314.907,325.463,17.0
2026-01V4,GX020614,664,GX020614_664,2040.0,2427.778,677.315,260.37,362.407,17.0
2026-01V4,GX020614,671,GX020614_671,2060.0,1666.01885,300.83348,330.74,242.778,17.0
2026-01V4,GX020614,671,GX020614_671,2060.0,2221.944,533.056,378.241,387.037,17.0
2026-01V4,GX020614,671,GX020614_671,2060.0,10.556,592.87,168.888,193.519,17.0
2026-01V4,GX020614,672,GX020614_672,2140.0,1702.96315,293.79619,307.87,225.185,17.0
2026-01V4,GX020614,672,GX020614_672,2140.0,2236.019,550.648,378.24,328.982,17.0
2026-01V4,GX020614,672,GX020614_672,2140.0,15.833,577.037,230.463,160.093,17.0
2026-01V4,GX020614,676,GX020614_676,2070.0,1634.352,276.204,230.463,179.444,17.0
2026-01V4,GX020614,676,GX020614_676,2070.0,2084.72219,515.46296,425.741,320.185,17.0
2026-01V4,GX020614,676,GX020614_676,2070.0,14.07407,540.0926,209.35185,200.55555,17.0
