# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"","anchor_id":"","type":1,"desc":"","options":{},"default_option_id":""},"2":{"aname":"","anchor_id":"","type":1,"desc":"","options":{},"default_option_id":""},"3":{"aname":"road defects","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"Crack longitudinal","1":"Crack longitudinal mechanical","2":"Crack transverse","3":"Crack transverse mechanical","4":"Crack crocodile","5":"Pothole","6":"Road marking blur","7":"Line marking blur","8":"Manhole","9":"Edge break","10":"Edge drop","11":"Edge repair","12":"Rutting","13":"Shoving","14":"Pumping","15":"Patching","16":"Ravelling","17":"Encroachment bush","18":"Encroachment sand","19":"Block crack","20":"Undulations","21":"Texture","22":"Voids","23":"Aggregate loss","24":"Bleeding","25":"Pitting","26":"Eroded washaway","27":"Deformation of road surface","28":"Stripping or breaking of seal","29":"Single cracks","30":"Close-spaced fine cracking or crazing","31":"Stripping of seal","32":"Local depressions","33":"Shoulder build-up above pavement edge level","34":"Tall dense grass growth","35":"Worn shoulder material below pavement edge","36":"Fading road sign","37":"Dirty road sign","38":"Bad night visibility of road markings","39":"Road markings obliterated","40":"Missing or damaged road studs","41":"Vegetation debris silt and growth in drainage facilities","42":"Long grass in road verges","43":"Undesired vegetation trees declared as pests in undesirable position","44":"Termite nest on road shoulder or in road reserve","45":"New sign required or existing one missing","46":"Existing signs damaged or badly deteriorated","47":"Guardrail missing or badly deteriorated","48":"Litter debris","49":"Surface Failure","50":"Structural Failure"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"30_nRRYxebs","[""GX020590_81_fn_1370.jpg""]",0,"[]","[2,840.133,907.614,134.961,138.335]","{""3"":""14""}"
"29_ei4bu1nV","[""GX020590_77_fn_1300.jpg""]",0,"[]","[2,959.911,749.034,140.022,114.717]","{""3"":""14""}"
"20_X3KPA4xt","[""GX020590_3070_fn_29340.jpg""]",0,"[]","[2,1678.5792,937.98012,185.572,227.747]","{""3"":""14""}"
"19_PEn3Gcur","[""GX020590_570_fn_7560.jpg""]",0,"[]","[2,587.08097,1157.2919,263.174,280.04396]","{""3"":""14""}"
"18_a7SXvJDT","[""GX020590_520_fn_7100.jpg""]",0,"[]","[2,916.04899,686.61477,204.129,259.8]","{""3"":""14""}"
"8_0kBQMmwp","[""GX020590_5571_fn_52400.jpg""]",0,"[]","[2,5.06091,990.27747,1084.75,151.8313]","{""3"":""2""}"
"8_CqGHxUEw","[""GX020590_5571_fn_52400.jpg""]",0,"[]","[2,2186.37099,1049.32279,401.509,74.229]","{""3"":""2""}"
"116_yGtFqpBs","[""GX020591_16733_fn_173160.jpg""]",0,"[]","[2,1525.06109,1057.75799,118.091,119.778]","{""3"":""0""}"
"117_BCSQxja8","[""GX020591_20888_fn_193480.jpg""]",0,"[]","[2,1300.6881,1374.917,131.587,140.022]","{""3"":""0""}"
"117_wTpXND3G","[""GX020591_20888_fn_193480.jpg""]",0,"[]","[2,1179.22306,1049.32294,458.868,72.542]","{""3"":""2""}"
"118_RyCebe6X","[""GX020591_16779_fn_173450.jpg""]",0,"[]","[2,1533.496,885.683,374.517,75.915]","{""3"":""2""}"
"118_Rzs6jaJS","[""GX020591_16779_fn_173450.jpg""]",0,"[]","[2,1854.029,1211.276,347.525,75.916]","{""3"":""2""}"
"119_bUgnK7w0","[""GX020591_16796_fn_173540.jpg""]",0,"[]","[2,1825.35,1320.93188,355.96,72.542]","{""3"":""2""}"
"119_cybKL0oL","[""GX020591_16796_fn_173540.jpg""]",0,"[]","[2,1678.579,877.248,202.442,72.541]","{""3"":""2""}"
"120_UggAXdQA","[""GX020591_20888_fn_193480.jpg""]",0,"[]","[2,1202.841,1056.071,406.571,70.855]","{""3"":""2""}"
"120_pg9XLuUv","[""GX020591_20888_fn_193480.jpg""]",0,"[]","[2,298.602,1017.2697,566.836,64.10624]","{""3"":""2""}"
"121_BJl0G1qn","[""GX020591_666_fn_9020.jpg""]",0,"[]","[2,1675.205,894.118,118.091,131.587]","{""3"":""9""}"
"121_U9ar1eGI","[""GX020591_666_fn_9020.jpg""]",0,"[]","[2,1580.733,705.172,72.541,79.29]","{""3"":""9""}"
"124_MpfMtlcX","[""GX020591_12147_fn_157440.jpg""]",0,"[]","[2,1719.0677,528.03516,495.9827,323.90713]","{""3"":""17""}"
"125_LEYojRhr","[""GX020591_12148_fn_157450.jpg""]",0,"[]","[2,2064.90526,792.897,474.051,379.578]","{""3"":""17""}"
"126_NJdgebgZ","[""GX020591_12155_fn_157500.jpg""]",0,"[]","[2,1940.06626,703.485,426.815,323.907]","{""3"":""17""}"
"127_yBFizFS4","[""GX020591_12156_fn_157510.jpg""]",0,"[]","[2,1714.00663,531.41004,463.929,269.922]","{""3"":""17""}"
"128_L7cVnCXm","[""GX020591_19640_fn_187940.jpg""]",0,"[]","[2,1926.57088,757.46901,215.93744,178.824]","{""3"":""17""}"
"128_mIMRzi4P","[""GX020591_19640_fn_187940.jpg""]",0,"[]","[2,1533.49569,489.23464,134.962,136.648]","{""3"":""17""}"
"128_5Cc9L1Kb","[""GX020591_19640_fn_187940.jpg""]",0,"[]","[2,371.14307,600.57672,146.77,124.839]","{""3"":""17""}"
"129_Segbxefc","[""GX020591_20070_fn_190360.jpg""]",0,"[]","[2,1842.22,668.058,226.06,207.502]","{""3"":""17""}"
"129_SxHpvUXJ","[""GX020591_20070_fn_190360.jpg""]",0,"[]","[2,285.10497,637.69177,153.519,140.022]","{""3"":""17""}"
"129_aCgoPcIL","[""GX020591_20070_fn_190360.jpg""]",0,"[]","[2,1546.992,495.982,182.198,150.145]","{""3"":""17""}"
"130_giXGJCg2","[""GX020591_20157_fn_190300.jpg""]",0,"[]","[2,2245.416,909.301,293.541,288.479]","{""3"":""17""}"
"130_GL3ApVXO","[""GX020591_20157_fn_190300.jpg""]",0,"[]","[2,1793.296,630.943,227.747,192.32]","{""3"":""17""}"
"130_MtKplgg2","[""GX020591_20157_fn_190300.jpg""]",0,"[]","[2,106.28178,706.85891,175.45,146.77]","{""3"":""17""}"
"130_RBBZcUbG","[""GX020591_20157_fn_190300.jpg""]",0,"[]","[2,853.62899,435.24984,141.71,111.343]","{""3"":""17""}"
"131_GwCDDbu2","[""GX020591_20667_fn_192360.jpg""]",0,"[]","[2,1779.8,642.752,253.052,219.312]","{""3"":""17""}"
"131_aW9NUbOM","[""GX020591_20667_fn_192360.jpg""]",0,"[]","[2,2159.378,882.309,354.273,286.792]","{""3"":""17""}"
"131_u2XkCy4A","[""GX020591_20667_fn_192360.jpg""]",0,"[]","[2,615.76061,497.66877,192.319,143.397]","{""3"":""17""}"
"132_u4XOhuEl","[""GX020591_20729_fn_192730.jpg""]",0,"[]","[2,1892.83,732.164,222.686,232.808]","{""3"":""17""}"
"132_SqX06vur","[""GX020591_20729_fn_192730.jpg""]",0,"[]","[2,1577.358,511.165,170.389,121.465]","{""3"":""17""}"
"132_4Xz6mjoi","[""GX020591_20729_fn_192730.jpg""]",0,"[]","[2,344.15092,615.75987,195.6937,140.023]","{""3"":""17""}"
"132_nXy96Pvy","[""GX020591_20729_fn_192730.jpg""]",0,"[]","[2,2306.149,1078.002,253.052,244.617]","{""3"":""17""}"
"133_YaOHqknT","[""GX020591_12558_fn_159020.jpg""]",0,"[]","[2,1327.68035,661.3099,553.34074,501.04304]","{""3"":""15""}"
"134_pDbvvDlz","[""GX020591_662_fn_9000.jpg""]",0,"[]","[2,787.83603,840.13273,239.556,155.20578]","{""3"":""14""}"
"135_YkeqXKJ0","[""GX020591_666_fn_9020.jpg""]",0,"[]","[2,467.30288,1164.03984,506.104,180.511]","{""3"":""14""}"
"136_ajxp44uZ","[""GX020591_799_fn_9460.jpg""]",0,"[]","[2,474.051,1184.28377,200.755,113.03]","{""3"":""14""}"
"137_Jw4IT1ZY","[""GX020591_1316_fn_11770.jpg""]",0,"[]","[2,786.149,818.202,185.571,119.778]","{""3"":""14""}"
"137_FlzU11Of","[""GX020591_1316_fn_11770.jpg""]",0,"[]","[2,229.434,1363.108,231.121,107.969]","{""3"":""14""}"
"138_6DggTT2S","[""GX020591_2754_fn_19540.jpg""]",0,"[]","[2,813.141,1079.689,259.8,352.586]","{""3"":""14""}"
"138_bnAmBg5f","[""GX020591_2754_fn_19540.jpg""]",0,"[]","[2,1700.511,954.85,187.258,165.328]","{""3"":""14""}"
"139_wHMb6yQT","[""GX020591_3006_fn_26670.jpg""]",0,"[]","[2,541.53181,1302.37481,249.678,175.45]","{""3"":""14""}"
"140_cQ73HC6V","[""GX020591_3151_fn_29470.jpg""]",0,"[]","[2,1025.705,796.271,197.38,94.47262]","{""3"":""14""}"
"141_Q0pTOa7K","[""GX020591_3206_fn_29540.jpg""]",0,"[]","[2,897.492,931.232,229.434,273.2963]","{""3"":""14""}"
"142_Etxu6WY7","[""GX020591_3207_fn_29530.jpg""]",0,"[]","[2,705.172,1218.024,313.785,268.236]","{""3"":""14""}"
"143_8RbVo3Kd","[""GX020591_3276_fn_30790.jpg""]",0,"[]","[2,755.78286,954.85058,268.235,269.922]","{""3"":""14""}"
"144_mWcpUiKC","[""GX020591_4651_fn_53500.jpg""]",0,"[]","[2,809.76645,862.06393,274.984,303.663]","{""3"":""14""}"
"144_ddlhjHaR","[""GX020591_4651_fn_53500.jpg""]",0,"[]","[2,576.959,1255.139,281.731,190.632]","{""3"":""14""}"
"145_raQ3YNXZ","[""GX020591_4654_fn_53510.jpg""]",0,"[]","[2,885.68251,799.64523,182.198,286.792]","{""3"":""14""}"
"146_Sz5ko8XF","[""GX020591_4660_fn_53530.jpg""]",0,"[]","[2,877.248,882.309,190.632,148.457]","{""3"":""14""}"
"147_hFmLXfEH","[""GX020591_9243_fn_120110.jpg""]",0,"[]","[2,759.156,1059.445,197.381,156.892]","{""3"":""14""}"
"148_4F7WKJAT","[""GX020591_9300_fn_121100.jpg""]",0,"[]","[2,1627.969,1246.704,271.609,204.128]","{""3"":""14""}"
"149_WYm6GYkm","[""GX020591_9380_fn_121240.jpg""]",0,"[]","[2,651.188,1150.544,195.693,143.396]","{""3"":""14""}"
"150_NsZcAXhX","[""GX020591_9588_fn_122320.jpg""]",0,"[]","[2,1767.991,1128.613,268.235,163.64]","{""3"":""14""}"
"151_tXqLNBbP","[""GX020591_9955_fn_125550.jpg""]",0,"[]","[2,883.996,853.629,234.495,141.71]","{""3"":""14""}"
"152_SCzZLej0","[""GX020591_11528_fn_151750.jpg""]",0,"[]","[2,722.042,968.346,180.511,86.038]","{""3"":""14""}"
"153_IGG1YZ1c","[""GX020591_12256_fn_158160.jpg""]",0,"[]","[2,1135.361,880.622,114.717,124.839]","{""3"":""49""}"
"164_gcz52ohN","[""GX020595_505_fn_1290.jpg""]",0,"[]","[2,33.74016,757.46978,264.861,222.686]","{""3"":""18""}"
"164_5T4Af99k","[""GX020595_505_fn_1290.jpg""]",0,"[]","[2,570.21129,484.17275,172.075,128.213]","{""3"":""18""}"
"165_OX5LEZIM","[""GX020595_517_fn_1340.jpg""]",0,"[]","[2,28.6791,710.23293,308.724,286.793]","{""3"":""18""}"
"165_E0ViXCyd","[""GX020595_517_fn_1340.jpg""]",0,"[]","[2,588.76819,431.87577,276.67,210.877]","{""3"":""18""}"
"166_dvGBd9yt","[""GX020595_577_fn_1630.jpg""]",0,"[]","[2,62.41964,676.49279,281.731,246.30394]","{""3"":""18""}"
"166_HheUJ5DX","[""GX020595_577_fn_1630.jpg""]",0,"[]","[2,806.393,580.3326,350.899,268.236]","{""3"":""18""}"
"166_WJ2aXRX5","[""GX020595_577_fn_1630.jpg""]",0,"[]","[2,1115.117,285.105,261.487,173.763]","{""3"":""18""}"
"168_BFflXMXX","[""GX020595_41894_fn_223890.jpg""]",0,"[]","[2,750.72179,705.17155,264.861,441.998]","{""3"":""49""}"
"170_eXVWhWw3","[""GX030101_13915_fn_224650.jpg""]",0,"[]","[2,1444.084,801.332,404.884,529.722]","{""3"":""23""}"
"171_YSDKVJmZ","[""GX030101_13918_fn_224650.jpg""]",0,"[]","[2,1361.421,845.194,448.745,448.746]","{""3"":""23""}"
"57_A3w0Lj0U","[""GX020590_520_fn_7100.jpg""]",0,"[]","[2,1700.511,715.294,217.624,271.609]","{""3"":""11""}"
"57_1y88IyJ1","[""GX020590_520_fn_7100.jpg""]",0,"[]","[2,2122.26416,1189.34497,185.572,232.808]","{""3"":""11""}"
"58_UH39LmXV","[""GX020590_570_fn_7560.jpg""]",0,"[]","[2,1531.809,543.219,195.694,247.991]","{""3"":""11""}"
"58_MpxC7lcs","[""GX020590_570_fn_7560.jpg""]",0,"[]","[2,2042.974,1062.819,190.633,350.899]","{""3"":""11""}"
"59_8bXAq0T2","[""GX020590_571_fn_7550.jpg""]",0,"[]","[2,1523.374,526.349,136.648,219.311]","{""3"":""11""}"
"59_NgSqFI0g","[""GX020590_571_fn_7550.jpg""]",0,"[]","[2,2134.073,1177.536,136.648,266.548]","{""3"":""11""}"
"122_lEK9WzG3","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,1499.756,526.349,3.374,1.687]","{}"
"122_QvYOYsxD","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,1504.817,528.036,0,1.687]","{}"
"122_iidMTBiu","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,1496.382,522.974,1.687,0]","{}"
"122_4eBdVy9y","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,1503.13,522.974,1.687,0]","{}"
"122_3p1r3SlI","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,1501,523,1,0]","{}"
"122_JtzIv78m","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,1714.007,681.554,165.327,281.731]","{""3"":""11""}"
"122_sjIaJxC7","[""GX020591_1_fn_10.jpg""]",0,"[]","[2,2107.081,1074.628,178.824,315.472]","{""3"":""11""}"
"123_HfX9jWCr","[""GX020591_2754_fn_19540.jpg""]",0,"[]","[2,1740.999,669.745,151.831,220.999]","{""3"":""11""}"
"123_rJlhQsXh","[""GX020591_2754_fn_19540.jpg""]",0,"[]","[2,2269.034,1099.933,172.076,293.541]","{""3"":""11""}"
"175_7CU2JoxX","[""GX030101_10339_fn_179750.jpg""]",0,"[]","[2,1611.099,831.698,310.41,440.311]","{""3"":""4""}"
"176_kTO4J8ap","[""GX030101_10474_fn_181790.jpg""]",0,"[]","[2,1509.87777,803.01894,269.922,408.25742]","{""3"":""4""}"
"176_UmFjdLy4","[""GX030101_10474_fn_181790.jpg""]",0,"[]","[2,1535.183,374.517,217.625,249.678]","{""3"":""4""}"
"176_Fv3NkBmF","[""GX030101_10474_fn_181790.jpg""]",0,"[]","[2,1815.228,436.937,197.38,278.357]","{""3"":""4""}"
"176_wXrGeW0I","[""GX030101_10474_fn_181790.jpg""]",0,"[]","[2,833.38548,474.05106,155.205,244.61709]","{""3"":""4""}"
"177_GWRBpCys","[""GX030101_12611_fn_217030.jpg""]",0,"[]","[2,1606.038,855.316,534.783,438.624]","{""3"":""4""}"
"178_brXTl4A1","[""GX030101_12623_fn_217050.jpg""]",0,"[]","[2,1599.29002,661.30986,423.44,438.624]","{""3"":""4""}"
"179_Af1XLiW7","[""GX030101_12697_fn_217240.jpg""]",0,"[]","[2,983.52897,821.57562,585.394,492.609]","{""3"":""4""}"
"180_FU2l6NpQ","[""GX030101_12700_fn_217250.jpg""]",0,"[]","[2,1137.048,561.776,443.685,482.486]","{""3"":""4""}"
"180_7X0zi3TM","[""GX030101_12700_fn_217250.jpg""]",0,"[]","[2,327.281,1056.071,526.348,374.517]","{""3"":""4""}"
"181_2fF1GBzj","[""GX030101_3318_fn_84150.jpg""]",0,"[]","[2,1889.456,511.165,220.999,349.212]","{""3"":""0""}"
"182_Zhtmuj5B","[""GX030101_7187_fn_143220.jpg""]",0,"[]","[2,435.24989,575.27181,357.64689,404.88357]","{""3"":""0""}"
"183_TwTCf94k","[""GX030101_7458_fn_146190.jpg""]",0,"[]","[2,214.25086,1155.60488,214.251,312.0978]","{""3"":""0""}"
"184_cMfwY3WZ","[""GX030101_8745_fn_164130.jpg""]",0,"[]","[2,151.8313,629.25604,403.19645,396.44873]","{""3"":""0""}"
"185_4qlriJlg","[""GX030101_10376_fn_180980.jpg""]",0,"[]","[2,1084.75,1160.666,141.709,350.899]","{""3"":""0""}"
"185_SFXjhhED","[""GX030101_10376_fn_180980.jpg""]",0,"[]","[2,1616.16,870.499,134.961,239.556]","{""3"":""0""}"
"186_PVXXFENp","[""GX030101_10610_fn_183580.jpg""]",0,"[]","[2,1595.916,863.751,219.312,514.54]","{""3"":""0""}"
"187_za5SRSYN","[""GX030101_12250_fn_208900.jpg""]",0,"[]","[2,1153.91786,674.80575,129.90012,740.59936]","{""3"":""0""}"
"188_3tZXFcZB","[""GX030101_12262_fn_208930.jpg""]",0,"[]","[2,1115.06579,440.8395,259.317,1041.26]","{""3"":""0""}"
"189_wRRV7R5e","[""GX030101_12391_fn_210430.jpg""]",0,"[]","[2,1089.13378,761.99525,187.507,728.083]","{""3"":""0""}"
"190_xQCiCJXh","[""GX030101_14072_fn_227490.jpg""]",0,"[]","[2,1210.81403,662.25675,177.532,823.832]","{""3"":""0""}"
"191_J7in8UDP","[""GX030101_15681_fn_231280.jpg""]",0,"[]","[2,1468.136,606.404,119.686,347.087]","{""3"":""0""}"
"192_8B3pL50X","[""GX030101_14072_fn_227490.jpg""]",0,"[]","[2,1278.635,638.32,742.047,193.491]","{""3"":""2""}"
"192_XOXpyvUB","[""GX030101_14072_fn_227490.jpg""]",0,"[]","[2,-1.995,472.756,548.557,103.727]","{""3"":""0""}"
"193_e0fncXBQ","[""GX030101_3024_fn_82370.jpg""]",0,"[]","[2,2010.709,406.929,175.538,199.475]","{""3"":""17""}"
"193_eOiG7Rit","[""GX030101_3024_fn_82370.jpg""]",0,"[]","[2,2347.822,724.094,185.511,223.413]","{""3"":""17""}"
"194_Di2jP0rt","[""GX030101_14137_fn_227540.jpg""]",0,"[]","[2,1920.94525,217.42824,335.118,367.034]","{""3"":""17""}"
"195_DvWLsrfz","[""GX030101_10146_fn_177560.jpg""]",0,"[]","[2,1669.606,157.585,410.919,289.239]","{""3"":""18""}"
"195_SdQExtnw","[""GX030101_10146_fn_177560.jpg""]",0,"[]","[2,2329.869,558.53,287.244,313.176]","{""3"":""18""}"
"196_SP3F11aK","[""GX030101_10413_fn_181510.jpg""]",0,"[]","[2,1615.748,155.591,301.207,181.522]","{""3"":""18""}"
"196_MhyW76nm","[""GX030101_10413_fn_181510.jpg""]",0,"[]","[2,2212.178,335.118,347.087,223.412]","{""3"":""18""}"
"197_mkrfXFSR","[""GX030101_10912_fn_184200.jpg""]",0,"[]","[2,1857.113,273.281,281.26,213.438]","{""3"":""5""}"
"198_gpeRXrH3","[""GX030101_10608_fn_183580.jpg""]",0,"[]","[2,2034.646,279.265,402.939,301.207]","{""3"":""49""}"
"199_q7IMFnms","[""GX030101_10609_fn_183570.jpg""]",0,"[]","[2,2150.341,331.129,339.108,255.328]","{""3"":""49""}"
